index,data,is_discord,cluster_belong
11308,4.92,N,0
11309,4.93,N,0
11310,4.93,N,8
11311,4.9,N,18
11312,4.9,N,11
11313,4.9,N,7
11314,4.92,N,23
11315,4.94,N,4
11316,4.92,N,8
11317,4.92,N,8
11318,4.92,N,13
11319,4.92,N,15
11320,4.94,N,22
11321,4.93,N,12
11322,4.91,N,20
11323,4.9,N,7
11324,4.91,N,0
11325,4.92,N,0
11326,4.93,N,24
11327,4.94,N,17
11328,4.94,N,27
11329,4.93,N,27
11330,4.9,N,8
11331,4.9,N,1
11332,4.93,N,20
11333,4.93,N,20
11334,4.94,N,23
11335,4.92,N,12
11336,4.91,N,13
11337,4.92,N,13
11338,4.93,N,11
11339,4.93,N,1
11340,4.92,N,21
11341,4.92,N,19
11342,4.91,N,21
11343,4.91,N,12
11344,4.94,N,18
11345,4.94,N,9
11346,4.95,N,12
11347,4.94,N,6
11348,4.92,N,8
11349,4.93,N,16
11350,4.94,N,1
11351,4.95,N,4
11352,4.94,N,12
11353,4.92,N,9
11354,4.93,N,12
11355,4.96,N,15
11356,4.98,N,16
11357,4.98,N,9
11358,4.97,N,6
11359,4.97,N,0
11360,4.98,N,0
11361,5,N,19
11362,5.01,N,17
11363,5.01,N,24
11364,5.02,N,9
11365,5.07,N,9
11366,5.07,N,5
11367,5.1,N,16
11368,5.11,N,1
11369,5.13,N,2
11370,5.13,N,9
11371,5.12,N,9
11372,5.13,N,19
11373,5.12,N,2
11374,5.13,N,9
11375,5.13,N,9
11376,5.14,N,9
11377,5.13,N,2
11378,5.15,N,19
11379,5.17,N,19
11380,5.18,N,2
11381,5.14,N,2
11382,5.08,N,9
11383,5.01,N,2
11384,4.98,N,2
11385,4.99,N,2
11386,4.98,N,2
11387,4.92,N,26
11388,4.88,N,26
11389,4.87,N,26
11390,4.87,N,26
11391,4.9,N,26
11392,4.89,N,26
11393,4.87,N,26
11394,4.86,N,26
11395,4.85,N,3
11396,4.88,N,3
11397,4.91,N,3
11398,4.91,N,3
11399,4.9,N,11
11400,4.87,N,11
11401,4.86,N,11
11402,4.88,N,2
11403,4.89,N,4
11404,4.89,N,4
11405,4.86,N,4
11406,4.86,N,11
11407,4.85,N,11
11408,4.86,N,11
11409,4.88,N,11
11410,4.9,N,8
11411,4.91,N,8
11412,4.89,N,8
11413,4.89,N,8
11414,4.89,N,25
11415,4.91,N,12
11416,4.9,N,12
11417,4.88,N,20
11418,4.87,N,7
11419,4.88,N,0
11420,4.88,N,0
11421,4.88,N,7
11422,4.9,N,7
11423,4.89,N,27
11424,4.89,N,27
11425,4.9,N,10
11426,4.89,N,6
11427,4.89,N,6
11428,4.87,N,20
11429,4.89,N,23
11430,4.93,N,22
11431,4.95,N,22
11432,4.93,N,13
11433,4.93,N,13
11434,4.97,N,5
11435,5,N,19
11436,4.97,N,19
11437,4.88,N,5
11438,4.78,N,0
11439,4.73,N,9
11440,4.72,N,23
11441,4.7,N,24
11442,4.68,N,24
11443,4.63,N,26
11444,4.55,N,2
11445,4.53,N,0
11446,4.54,N,1
11447,4.5,N,1
11448,4.47,N,4
11449,4.44,N,10
11450,4.39,N,3
11451,4.35,N,3
11452,4.31,N,3
11453,4.31,N,3
11454,4.3,N,3
11455,4.33,N,11
11456,4.35,N,11
11457,4.41,N,13
11458,4.44,N,4
11459,4.48,N,4
11460,4.54,N,12
11461,4.6,N,6
11462,4.66,N,6
11463,4.73,N,6
11464,4.8,N,6
11465,4.86,N,16
11466,4.89,N,17
11467,4.91,N,17
11468,4.92,N,17
11469,4.94,N,5
11470,4.96,N,5
11471,4.96,N,5
11472,4.96,N,5
11473,4.94,N,5
11474,4.95,N,5
11475,4.96,N,5
11476,4.97,N,20
11477,4.98,N,19
11478,4.98,N,19
11479,4.98,N,19
11480,4.97,N,19
11481,4.97,N,19
11482,4.98,N,19
11483,4.98,N,19
11484,4.98,N,1
11485,5,N,9
11486,4.99,N,9
11487,5.01,N,9
11488,5.02,N,3
11489,5.02,N,2
11490,5,N,2
11491,4.97,N,1
11492,4.96,N,2
11493,5,N,2
11494,5,N,2
11495,4.98,N,2
11496,4.97,N,4
11497,4.99,N,26
11498,4.99,N,26
11499,4.98,N,2
11500,4.99,N,8
11501,5,N,1
11502,5.02,N,26
11503,5.02,N,4
11504,5.01,N,12
11505,5.01,N,14
11506,5.01,N,22
11507,5.01,N,22
11508,5.02,N,24
11509,5.01,N,2
11510,5.01,N,2
11511,5.01,N,14
11512,5.03,N,13
11513,5.03,N,9
11514,5.05,N,8
11515,5.04,N,9
11516,5.04,N,6
11517,5.04,N,1
11518,5.05,N,6
11519,5.05,N,9
11520,5.03,N,22
11521,5.03,N,0
11522,5.03,N,1
11523,5.03,N,1
11524,5.05,N,0
11525,5.04,N,2
11526,5.05,N,13
11527,5.04,N,19
11528,5.04,N,9
11529,5.04,N,4
11530,5.05,N,23
11531,5.06,N,9
11532,5.06,N,1
11533,5.04,N,22
11534,5.02,N,11
11535,5.03,N,2
11536,5.05,N,0
11537,5.06,N,0
11538,5.07,N,0
11539,5.07,N,2
11540,5.06,N,2
11541,5.07,N,9
11542,5.07,N,9
11543,5.07,N,9
11544,5.06,N,9
11545,5.04,N,1
11546,5.03,N,2
11547,5.02,N,24
11548,5.01,N,24
11549,5.03,N,25
11550,5.03,N,26
11551,5.01,N,0
11552,5,N,0
11553,5.02,N,21
11554,5.06,N,3
11555,5.06,N,10
11556,5.03,N,10
11557,5,N,12
11558,4.99,N,3
11559,5.01,N,1
11560,5.03,N,1
11561,5.02,N,1
11562,4.98,N,3
11563,4.96,N,11
11564,4.97,N,11
11565,5,N,11
11566,5.02,N,4
11567,5,N,18
11568,4.98,N,6
11569,4.96,N,6
11570,4.95,N,4
11571,4.97,N,4
11572,4.99,N,4
11573,5.01,N,25
11574,4.99,N,17
11575,4.99,N,15
11576,4.96,N,13
11577,4.96,N,7
11578,4.97,N,7
11579,4.98,N,7
11580,4.96,N,20
11581,4.95,N,21
11582,4.94,N,7
11583,4.95,N,7
11584,4.99,N,24
11585,4.99,N,12
11586,4.98,N,27
11587,4.96,N,8
11588,4.94,N,8
11589,4.93,N,1
11590,4.94,N,20
11591,4.95,N,20
11592,4.96,N,23
11593,4.98,N,12
11594,4.97,N,15
11595,4.96,N,15
11596,4.97,N,15
11597,4.95,N,6
11598,4.92,N,20
11599,4.92,N,20
11600,4.94,N,0
11601,4.99,N,24
11602,5,N,24
11603,4.99,N,24
11604,4.97,N,24
11605,4.97,N,27
11606,4.96,N,1
11607,4.95,N,1
11608,4.95,N,1
11609,4.95,N,20
11610,4.94,N,23
11611,4.93,N,12
11612,4.92,N,12
11613,4.94,N,3
11614,4.93,N,2
11615,4.93,N,21
11616,4.91,N,21
11617,4.93,N,21
11618,4.92,N,4
11619,4.93,N,4
11620,4.92,N,4
11621,4.92,N,18
11622,4.92,N,3
11623,4.93,N,3
11624,4.91,N,3
11625,4.91,N,11
11626,4.91,N,11
11627,4.91,N,4
11628,4.91,N,4
11629,4.9,N,4
11630,4.89,N,18
11631,4.89,N,7
11632,4.9,N,7
11633,4.89,N,7
11634,4.88,N,4
11635,4.86,N,7
11636,4.87,N,7
11637,4.87,N,7
11638,4.88,N,7
11639,4.87,N,7
11640,4.86,N,7
11641,4.85,N,7
11642,4.86,N,7
11643,4.86,N,7
11644,4.87,N,7
11645,4.88,N,7
11646,4.89,N,7
11647,4.89,N,7
11648,4.86,N,7
11649,4.88,N,5
11650,4.88,N,5
11651,4.9,N,7
11652,4.91,N,5
11653,4.88,N,5
11654,4.88,N,5
11655,4.87,N,17
11656,4.89,N,5
11657,4.9,N,5
11658,4.9,N,5
11659,4.9,N,5
11660,4.9,N,27
11661,4.93,N,27
11662,4.93,N,27
11663,4.92,N,5
11664,4.9,N,20
11665,4.88,N,1
11666,4.86,N,1
11667,4.89,N,0
11668,4.89,N,24
11669,4.9,N,3
11670,4.9,N,12
11671,4.89,N,10
11672,4.91,N,13
11673,4.91,N,21
11674,4.94,N,6
11675,4.93,N,6
11676,4.93,N,9
11677,4.92,N,4
11678,4.92,N,9
11679,4.92,N,0
11680,4.94,N,24
11681,4.94,N,16
11682,4.93,N,16
11683,4.93,N,2
11684,4.91,N,13
11685,4.93,N,0
11686,4.93,N,0
11687,4.94,N,4
11688,4.93,N,9
11689,4.91,N,9
11690,4.91,N,26
11691,4.91,N,11
11692,4.94,N,24
11693,4.97,N,1
11694,4.98,N,10
11695,4.96,N,13
11696,4.94,N,13
11697,4.94,N,19
11698,4.95,N,3
11699,4.94,N,23
11700,4.93,N,23
11701,4.91,N,2
11702,4.92,N,11
11703,4.94,N,11
11704,4.96,N,11
11705,4.96,N,9
11706,4.94,N,8
11707,4.92,N,8
11708,4.91,N,21
11709,4.91,N,1
11710,4.93,N,4
11711,4.92,N,23
11712,4.94,N,18
11713,4.93,N,13
11714,4.95,N,13
11715,4.96,N,13
11716,4.96,N,8
11717,4.94,N,6
11718,4.93,N,5
11719,4.93,N,20
11720,4.94,N,0
11721,4.96,N,4
11722,4.99,N,24
11723,4.99,N,24
11724,4.96,N,17
11725,4.94,N,16
11726,4.94,N,16
11727,4.97,N,1
11728,5.01,N,1
11729,5.04,N,10
11730,5.02,N,9
11731,5.03,N,12
11732,5.02,N,12
11733,5.02,N,24
11734,5.05,N,9
11735,5.08,N,6
11736,5.08,N,5
11737,5.08,N,0
11738,5.09,N,19
11739,5.12,N,14
11740,5.15,N,9
11741,5.15,N,9
11742,5.15,N,9
11743,5.14,N,16
11744,5.13,N,16
11745,5.14,N,16
11746,5.18,N,2
11747,5.2,N,9
11748,5.2,N,9
11749,5.18,N,19
11750,5.14,N,2
11751,5.08,N,24
11752,5.07,N,24
11753,5.03,N,2
11754,4.98,N,2
11755,4.94,N,26
11756,4.9,N,26
11757,4.88,N,26
11758,4.89,N,26
11759,4.89,N,3
11760,4.89,N,3
11761,4.9,N,26
11762,4.91,N,26
11763,4.9,N,3
11764,4.88,N,3
11765,4.87,N,3
11766,4.87,N,3
11767,4.88,N,2
11768,4.89,N,2
11769,4.88,N,11
11770,4.89,N,11
11771,4.87,N,11
11772,4.88,N,11
11773,4.87,N,4
11774,4.87,N,4
11775,4.9,N,6
11776,4.92,N,6
11777,4.91,N,8
11778,4.89,N,17
11779,4.88,N,17
11780,4.87,N,24
11781,4.87,N,7
11782,4.88,N,1
11783,4.88,N,1
11784,4.88,N,21
11785,4.89,N,17
11786,4.88,N,12
11787,4.89,N,12
11788,4.9,N,10
11789,4.89,N,5
11790,4.9,N,5
11791,4.92,N,6
11792,4.92,N,22
11793,4.89,N,5
11794,4.88,N,9
11795,4.86,N,0
11796,4.87,N,0
11797,4.87,N,0
11798,4.9,N,2
11799,4.9,N,2
11800,4.91,N,9
11801,4.89,N,10
11802,4.84,N,10
11803,4.75,N,4
11804,4.67,N,1
11805,4.65,N,1
11806,4.65,N,1
11807,4.64,N,3
11808,4.64,N,25
11809,4.59,N,11
11810,4.51,N,11
11811,4.46,N,11
11812,4.45,N,21
11813,4.41,N,21
11814,4.37,N,21
11815,4.32,N,18
11816,4.27,N,18
11817,4.26,N,4
11818,4.25,N,4
11819,4.24,N,4
11820,4.23,N,11
11821,4.27,N,11
11822,4.31,N,11
11823,4.36,N,17
11824,4.4,N,12
11825,4.46,N,12
11826,4.54,N,12
11827,4.61,N,5
11828,4.64,N,6
11829,4.7,N,6
11830,4.78,N,6
11831,4.83,N,5
11832,4.86,N,17
11833,4.87,N,17
11834,4.89,N,17
11835,4.92,N,5
11836,4.96,N,5
11837,4.98,N,5
11838,4.99,N,5
11839,4.97,N,5
11840,4.95,N,5
11841,4.95,N,5
11842,4.98,N,20
11843,4.98,N,1
11844,4.98,N,1
11845,4.97,N,19
11846,4.96,N,19
11847,4.99,N,19
11848,4.98,N,19
11849,4.99,N,19
11850,4.98,N,19
11851,5,N,9
11852,4.99,N,9
11853,5,N,9
11854,5,N,9
11855,4.99,N,14
11856,4.98,N,14
11857,4.98,N,2
11858,4.99,N,2
11859,5.01,N,2
11860,5.04,N,2
11861,5.02,N,26
11862,5,N,9
11863,4.99,N,9
11864,4.99,N,2
11865,5,N,1
11866,5.02,N,1
11867,5.03,N,1
11868,5.03,N,16
11869,5.02,N,11
11870,5,N,13
11871,5.03,N,13
11872,5.04,N,1
11873,5.03,N,2
11874,5.02,N,6
11875,5.04,N,6
11876,5.03,N,9
11877,5.03,N,4
11878,5.07,N,9
11879,5.08,N,9
11880,5.08,N,2
11881,5.06,N,16
11882,5.06,N,16
11883,5.07,N,16
11884,5.1,N,9
11885,5.1,N,14
11886,5.1,N,9
11887,5.09,N,9
11888,5.1,N,16
11889,5.1,N,16
11890,5.11,N,9
11891,5.11,N,9
11892,5.1,N,19
11893,5.11,N,9
11894,5.11,N,19
11895,5.12,N,19
11896,5.12,N,9
11897,5.12,N,9
11898,5.1,N,9
11899,5.1,N,2
11900,5.08,N,2
11901,5.08,N,0
11902,5.11,N,2
11903,5.12,N,26
11904,5.13,N,26
11905,5.14,N,9
11906,5.12,N,26
11907,5.11,N,26
11908,5.12,N,1
11909,5.12,N,1
11910,5.12,N,1
11911,5.11,N,3
11912,5.1,N,2
11913,5.1,N,11
11914,5.11,N,11
11915,5.11,N,11
11916,5.09,N,2
11917,5.09,N,2
11918,5.08,N,2
11919,5.07,N,4
11920,5.07,N,4
11921,5.06,N,4
11922,5.07,N,4
11923,5.06,N,4
11924,5.03,N,3
11925,5.02,N,11
11926,5.03,N,11
11927,5,N,7
11928,5.01,N,11
11929,4.99,N,4
11930,5,N,4
11931,5,N,7
11932,5,N,18
11933,4.99,N,7
11934,4.97,N,7
11935,4.96,N,7
11936,4.96,N,4
11937,4.97,N,7
11938,4.98,N,7
11939,4.98,N,7
11940,4.98,N,17
11941,4.97,N,7
11942,4.96,N,7
11943,4.97,N,7
11944,4.98,N,7
11945,4.98,N,7
11946,4.96,N,7
11947,4.95,N,7
11948,4.95,N,7
11949,4.95,N,7
11950,4.98,N,7
11951,4.98,N,7
11952,4.97,N,27
11953,4.95,N,27
11954,4.93,N,7
11955,4.93,N,7
11956,4.95,N,20
11957,4.97,N,20
11958,4.96,N,7
11959,4.96,N,7
11960,4.94,N,15
11961,4.95,N,15
11962,4.95,N,7
11963,4.94,N,7
11964,4.95,N,20
11965,4.95,N,20
11966,4.93,N,7
11967,4.93,N,7
11968,4.93,N,24
11969,4.95,N,24
11970,4.95,N,7
11971,4.95,N,27
11972,4.93,N,8
11973,4.93,N,8
11974,4.94,N,7
11975,4.94,N,20
11976,4.93,N,23
11977,4.93,N,23
11978,4.93,N,7
11979,4.92,N,7
11980,4.92,N,11
11981,4.91,N,11
11982,4.9,N,7
11983,4.9,N,21
11984,4.88,N,21
11985,4.9,N,21
11986,4.93,N,7
11987,4.92,N,18
11988,4.93,N,12
11989,4.93,N,12
11990,4.92,N,7
11991,4.91,N,15
11992,4.9,N,1
11993,4.9,N,1
11994,4.89,N,7
11995,4.87,N,7
11996,4.86,N,7
11997,4.88,N,7
11998,4.9,N,7
11999,4.92,N,7
12000,4.91,N,6
12001,4.88,N,6
12002,4.88,N,27
12003,4.89,N,7
12004,4.91,N,25
12005,4.91,N,25
12006,4.9,N,12
12007,4.88,N,12
12008,4.87,N,15
12009,4.87,N,7
12010,4.89,N,0
12011,4.89,N,7
12012,4.88,N,20
12013,4.89,N,10
12014,4.89,N,27
12015,4.88,N,12
12016,4.89,N,24
12017,4.91,N,6
12018,4.9,N,6
12019,4.9,N,6
12020,4.9,N,1
12021,4.9,N,14
12022,4.88,N,22
12023,4.87,N,24
12024,4.88,N,23
12025,4.89,N,0
12026,4.89,N,0
12027,4.88,N,21
12028,4.88,N,16
12029,4.9,N,9
12030,4.91,N,9
12031,4.91,N,10
12032,4.89,N,10
12033,4.91,N,1
12034,4.92,N,1
12035,4.92,N,22
12036,4.9,N,24
12037,4.88,N,19
12038,4.86,N,0
12039,4.86,N,0
12040,4.89,N,0
12041,4.89,N,2
12042,4.91,N,2
12043,4.92,N,9
12044,4.91,N,9
12045,4.93,N,4
12046,4.93,N,4
12047,4.94,N,6
12048,4.94,N,1
12049,4.92,N,22
12050,4.89,N,22
12051,4.89,N,1
12052,4.91,N,0
12053,4.91,N,0
12054,4.91,N,0
12055,4.91,N,21
12056,4.9,N,2
12057,4.91,N,9
12058,4.91,N,9
12059,4.91,N,18
12060,4.9,N,4
12061,4.88,N,1
12062,4.88,N,1
12063,4.92,N,3
12064,4.96,N,11
12065,4.97,N,13
12066,4.96,N,13
12067,4.93,N,13
12068,4.92,N,0
12069,4.92,N,21
12070,4.94,N,21
12071,4.95,N,23
12072,4.95,N,23
12073,4.95,N,9
12074,4.95,N,9
12075,4.96,N,17
12076,4.96,N,16
12077,4.96,N,16
12078,4.96,N,16
12079,4.97,N,5
12080,4.96,N,10
12081,4.98,N,14
12082,4.99,N,14
12083,5.01,N,5
12084,5.02,N,24
12085,5,N,16
12086,5.03,N,16
12087,5.05,N,5
12088,5.09,N,0
12089,5.12,N,9
12090,5.11,N,9
12091,5.11,N,9
12092,5.12,N,9
12093,5.15,N,9
12094,5.17,N,9
12095,5.16,N,9
12096,5.15,N,16
12097,5.16,N,19
12098,5.18,N,19
12099,5.19,N,19
12100,5.21,N,19
12101,5.2,N,9
12102,5.16,N,9
12103,5.11,N,2
12104,5.06,N,2
12105,5.04,N,2
12106,5.01,N,2
12107,4.97,N,26
12108,4.93,N,26
12109,4.91,N,26
12110,4.9,N,26
12111,4.89,N,26
12112,4.91,N,26
12113,4.91,N,26
12114,4.92,N,26
12115,4.91,N,3
12116,4.91,N,3
12117,4.91,N,3
12118,4.93,N,3
12119,4.92,N,14
12120,4.91,N,14
12121,4.91,N,14
12122,4.89,N,2
12123,4.9,N,2
12124,4.91,N,2
12125,4.92,N,2
12126,4.91,N,11
12127,4.89,N,8
12128,4.9,N,8
12129,4.9,N,8
12130,4.93,N,6
12131,4.9,N,1
12132,4.9,N,1
12133,4.91,N,8
12134,4.91,N,17
12135,4.9,N,24
12136,4.91,N,24
12137,4.91,N,1
12138,4.92,N,5
12139,4.9,N,13
12140,4.9,N,21
12141,4.92,N,13
12142,4.92,N,23
12143,4.93,N,9
12144,4.94,N,10
12145,4.94,N,6
12146,4.93,N,16
12147,4.92,N,16
12148,4.91,N,1
12149,4.9,N,24
12150,4.9,N,1
12151,4.92,N,0
12152,4.96,N,11
12153,4.98,N,13
12154,4.97,N,3
12155,4.94,N,9
12156,4.91,N,6
12157,4.84,N,20
12158,4.76,N,0
12159,4.73,N,1
12160,4.73,N,4
12161,4.7,N,3
12162,4.69,N,18
12163,4.69,N,11
12164,4.63,N,11
12165,4.57,N,21
12166,4.56,N,8
12167,4.55,N,21
12168,4.53,N,21
12169,4.48,N,18
12170,4.41,N,4
12171,4.36,N,4
12172,4.33,N,18
12173,4.32,N,11
12174,4.28,N,3
12175,4.28,N,11
12176,4.32,N,7
12177,4.37,N,4
12178,4.42,N,12
12179,4.47,N,12
12180,4.52,N,12
12181,4.59,N,6
12182,4.65,N,6
12183,4.71,N,6
12184,4.77,N,6
12185,4.81,N,17
12186,4.84,N,17
12187,4.87,N,17
12188,4.91,N,17
12189,4.94,N,5
12190,4.97,N,5
12191,4.98,N,5
12192,4.96,N,5
12193,4.93,N,5
12194,4.94,N,5
12195,4.97,N,20
12196,5.04,N,5
12197,5.06,N,5
12198,5.07,N,19
12199,5.06,N,19
12200,5.03,N,19
12201,5.03,N,19
12202,5.03,N,19
12203,5.02,N,1
12204,5.03,N,19
12205,5.02,N,19
12206,5.02,N,2
12207,5.03,N,3
12208,5.04,N,26
12209,5.03,N,9
12210,5.02,N,26
12211,5,N,2
12212,5,N,26
12213,5.04,N,1
12214,5.07,N,1
12215,5.08,N,4
12216,5.07,N,3
12217,5.05,N,11
12218,5.04,N,11
12219,5.05,N,16
12220,5.05,N,2
12221,5.06,N,2
12222,5.07,N,2
12223,5.06,N,14
12224,5.06,N,11
12225,5.07,N,4
12226,5.08,N,4
12227,5.06,N,5
12228,5.06,N,6
12229,5.05,N,1
12230,5.06,N,1
12231,5.07,N,1
12232,5.09,N,24
12233,5.09,N,12
12234,5.07,N,12
12235,5.08,N,19
12236,5.09,N,27
12237,5.11,N,6
12238,5.12,N,6
12239,5.11,N,19
12240,5.1,N,10
12241,5.1,N,14
12242,5.11,N,14
12243,5.13,N,9
12244,5.14,N,24
12245,5.12,N,16
12246,5.11,N,16
12247,5.12,N,2
12248,5.12,N,0
12249,5.13,N,0
12250,5.16,N,9
12251,5.14,N,9
12252,5.13,N,9
12253,5.12,N,9
12254,5.15,N,9
12255,5.16,N,16
12256,5.14,N,1
12257,5.14,N,1
12258,5.14,N,19
12259,5.13,N,0
12260,5.12,N,0
12261,5.14,N,3
12262,5.15,N,2
12263,5.16,N,9
12264,5.14,N,2
12265,5.13,N,2
12266,5.12,N,26
12267,5.13,N,1
12268,5.14,N,4
12269,5.13,N,4
12270,5.12,N,1
12271,5.11,N,11
12272,5.09,N,11
12273,5.1,N,11
12274,5.1,N,11
12275,5.09,N,2
12276,5.07,N,21
12277,5.05,N,21
12278,5.06,N,2
12279,5.07,N,4
12280,5.08,N,18
12281,5.08,N,18
12282,5.05,N,4
12283,5.03,N,11
12284,5.03,N,11
12285,5.03,N,11
12286,5.04,N,1
12287,5.03,N,4
12288,5.03,N,4
12289,5.01,N,4
12290,5.01,N,11
12291,5.02,N,7
12292,5.04,N,7
12293,5.04,N,7
12294,5.03,N,6
12295,5.01,N,17
12296,5,N,7
12297,5.01,N,7
12298,5.01,N,25
12299,5.01,N,7
12300,5,N,7
12301,4.99,N,7
12302,5,N,7
12303,5,N,7
12304,5,N,7
12305,5,N,7
12306,5,N,21
12307,5,N,27
12308,5,N,7
12309,5.01,N,7
12310,5.01,N,12
12311,5.01,N,12
12312,5,N,5
12313,4.99,N,7
12314,4.98,N,1
12315,4.99,N,0
12316,5.01,N,5
12317,5.01,N,7
12318,4.98,N,12
12319,4.98,N,27
12320,4.98,N,27
12321,4.98,N,7
12322,4.99,N,6
12323,4.97,N,20
12324,4.98,N,20
12325,4.97,N,7
12326,4.98,N,25
12327,4.99,N,25
12328,4.97,N,3
12329,4.96,N,7
12330,4.95,N,21
12331,4.95,N,21
12332,4.94,N,21
12333,4.94,N,7
12334,4.95,N,12
12335,4.97,N,18
12336,4.96,N,12
12337,4.97,N,6
12338,4.96,N,15
12339,4.95,N,8
12340,4.94,N,4
12341,4.93,N,7
12342,4.92,N,0
12343,4.9,N,0
12344,4.89,N,17
12345,4.92,N,7
12346,4.94,N,7
12347,4.93,N,7
12348,4.89,N,27
12349,4.88,N,27
12350,4.88,N,7
12351,4.9,N,7
12352,4.93,N,20
12353,4.92,N,20
12354,4.93,N,12
12355,4.92,N,12
12356,4.92,N,15
12357,4.93,N,15
12358,4.93,N,15
12359,4.91,N,7
12360,4.9,N,20
12361,4.89,N,20
12362,4.88,N,0
12363,4.89,N,7
12364,4.9,N,24
12365,4.93,N,24
12366,4.95,N,27
12367,4.94,N,6
12368,4.93,N,8
12369,4.92,N,8
12370,4.93,N,1
12371,4.91,N,25
12372,4.91,N,23
12373,4.92,N,23
12374,4.92,N,24
12375,4.94,N,15
12376,4.94,N,15
12377,4.93,N,15
12378,4.91,N,13
12379,4.91,N,20
12380,4.93,N,0
12381,4.94,N,0
12382,4.95,N,9
12383,4.94,N,24
12384,4.92,N,24
12385,4.91,N,24
12386,4.92,N,24
12387,4.93,N,1
12388,4.95,N,1
12389,4.94,N,1
12390,4.93,N,13
12391,4.91,N,12
12392,4.9,N,12
12393,4.92,N,23
12394,4.93,N,23
12395,4.94,N,6
12396,4.97,N,6
12397,4.97,N,16
12398,4.96,N,11
12399,4.97,N,12
12400,4.95,N,12
12401,4.96,N,10
12402,4.96,N,0
12403,4.95,N,6
12404,4.95,N,24
12405,4.96,N,24
12406,4.99,N,9
12407,4.98,N,12
12408,4.96,N,13
12409,4.95,N,13
12410,4.93,N,1
12411,4.95,N,6
12412,4.96,N,20
12413,4.95,N,23
12414,4.94,N,4
12415,4.96,N,12
12416,4.96,N,13
12417,4.99,N,11
12418,5,N,6
12419,5,N,6
12420,5.01,N,19
12421,5.01,N,0
12422,5,N,12
12423,5.01,N,14
12424,5.04,N,9
12425,5.05,N,9
12426,5.08,N,16
12427,5.08,N,16
12428,5.1,N,16
12429,5.11,N,16
12430,5.13,N,0
12431,5.15,N,9
12432,5.16,N,9
12433,5.15,N,9
12434,5.13,N,9
12435,5.15,N,9
12436,5.19,N,9
12437,5.2,N,9
12438,5.2,N,1
12439,5.18,N,19
12440,5.15,N,19
12441,5.13,N,0
12442,5.1,N,19
12443,5.05,N,2
12444,5.01,N,2
12445,4.96,N,26
12446,4.92,N,26
12447,4.89,N,26
12448,4.89,N,26
12449,4.89,N,26
12450,4.9,N,26
12451,4.89,N,26
12452,4.89,N,26
12453,4.9,N,3
12454,4.91,N,3
12455,4.9,N,3
12456,4.89,N,3
12457,4.88,N,11
12458,4.88,N,2
12459,4.89,N,2
12460,4.89,N,2
12461,4.88,N,4
12462,4.86,N,11
12463,4.86,N,11
12464,4.87,N,11
12465,4.89,N,4
12466,4.9,N,8
12467,4.89,N,8
12468,4.87,N,8
12469,4.87,N,17
12470,4.89,N,25
12471,4.91,N,25
12472,4.91,N,22
12473,4.91,N,5
12474,4.9,N,15
12475,4.89,N,15
12476,4.89,N,5
12477,4.88,N,5
12478,4.9,N,20
12479,4.9,N,20
12480,4.9,N,0
12481,4.9,N,27
12482,4.87,N,24
12483,4.87,N,24
12484,4.84,N,24
12485,4.83,N,20
12486,4.83,N,1
12487,4.84,N,1
12488,4.87,N,1
12489,4.89,N,15
12490,4.91,N,12
12491,4.9,N,12
12492,4.87,N,12
12493,4.79,N,19
12494,4.69,N,6
12495,4.67,N,3
12496,4.66,N,3
12497,4.64,N,23
12498,4.64,N,4
12499,4.61,N,11
12500,4.56,N,11
12501,4.51,N,2
12502,4.49,N,21
12503,4.43,N,6
12504,4.41,N,8
12505,4.35,N,4
12506,4.31,N,4
12507,4.28,N,25
12508,4.27,N,25
12509,4.25,N,3
12510,4.23,N,3
12511,4.25,N,7
12512,4.31,N,7
12513,4.35,N,13
12514,4.37,N,12
12515,4.4,N,12
12516,4.47,N,12
12517,4.56,N,6
12518,4.63,N,6
12519,4.7,N,6
12520,4.73,N,6
12521,4.76,N,16
12522,4.79,N,17
12523,4.83,N,17
12524,4.86,N,17
12525,4.89,N,5
12526,4.9,N,5
12527,4.9,N,5
12528,4.9,N,5
12529,4.9,N,5
12530,4.91,N,5
12531,4.92,N,5
12532,4.96,N,5
12533,4.98,N,19
12534,4.98,N,19
12535,4.97,N,19
12536,4.93,N,19
12537,4.94,N,19
12538,4.95,N,19
12539,4.97,N,19
12540,4.96,N,19
12541,4.97,N,9
12542,4.97,N,9
12543,4.97,N,9
12544,4.96,N,9
12545,4.96,N,2
12546,4.96,N,1
12547,4.94,N,1
12548,4.96,N,1
12549,4.97,N,2
12550,4.99,N,11
12551,4.98,N,11
12552,4.97,N,11
12553,4.97,N,26
12554,4.97,N,2
12555,4.97,N,2
12556,4.97,N,2
12557,4.96,N,1
12558,4.96,N,4
12559,4.96,N,4
12560,4.93,N,4
12561,4.94,N,11
12562,4.99,N,2
12563,5,N,8
12564,5.01,N,8
12565,4.99,N,8
12566,4.98,N,10
12567,5.02,N,12
12568,5.05,N,12
12569,5.05,N,4
12570,5.02,N,22
12571,5.01,N,16
12572,5.01,N,16
12573,5.04,N,2
12574,5.04,N,0
12575,5.03,N,0
12576,5.03,N,0
12577,5.03,N,13
12578,5.05,N,9
12579,5.06,N,9
12580,5.07,N,9
12581,5.09,N,6
12582,5.08,N,6
12583,5.08,N,1
12584,5.06,N,1
12585,5.07,N,22
